Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02,10.210583791797651,10.337743828433348,10.155595845011414,10.303376197814941,6051569,0.0,0.0
2018-01-03,10.344619833471858,10.571445329322378,10.327435686508528,10.53364086151123,6027549,0.0,0.0
2018-01-04,10.633305025879821,10.856693651970174,10.578317076550135,10.812015533447266,8434475,0.0,0.0
2018-01-05,10.787958925732417,10.901371658821216,10.777649094411313,10.836073875427246,5123643,0.0,0.0
2018-01-08,10.870440982587649,10.915119103868564,10.794832711469002,10.842947006225586,4245786,0.0,0.0
2018-01-09,10.867002799192273,10.956357714211153,10.82232468617485,10.85669231414795,5720973,0.0,0.0
2018-01-10,10.891061284178242,10.98728986775116,10.781085385518873,10.812015533447266,6732709,0.0,0.0
2018-01-11,10.812017313298616,10.918557056232782,10.791396992782527,10.901372909545898,7190835,0.0,0.0
2018-01-12,10.887624697458088,11.007910429598402,10.825763089209882,10.942612648010254,5127286,0.0,0.0
2018-01-15,10.94948590766882,10.963232567053101,10.901370961053699,10.956358909606934,4911752,0.0,0.0
2018-01-16,10.956359423758862,10.966669910411957,10.839510519230878,10.853257179260254,5595659,0.0,0.0
2018-01-17,10.801707343850783,10.825764493399253,10.702041260854935,10.767339706420898,11335859,0.0,0.0
2018-01-18,10.818890044307206,10.904808803850004,10.757028432555094,10.825763702392578,6754185,0.0,0.0
2018-01-19,10.774213201348987,10.825764328956673,10.688294436833457,10.708914756774902,6973833,0.0,0.0
2018-01-22,10.72953391844779,10.908245086669922,10.719224087344106,10.908245086669922,5960093,0.0,0.0
2018-01-23,10.94948548966056,11.011347093298332,10.8291991109769,10.873876571655273,6304934,0.0,0.0
2018-01-24,10.856693084203906,10.918554687841675,10.808578794933652,10.873876571655273,4688429,0.0,0.0
2018-01-25,10.818890016951112,10.911682434344652,10.805143356323242,10.805143356323242,5485150,0.0,0.0
2018-01-26,10.76733734926187,10.770774177803293,10.592063026697433,10.66423511505127,12856681,0.0,0.0
2018-01-29,10.667673284470311,10.708913921135103,10.619558334350586,10.619558334350586,4183238,0.0,0.0
2018-01-30,10.530202930429104,10.578317881384374,10.396169875678817,10.399606704711914,5920055,0.0,0.0
2018-01-31,10.37898620087144,10.519892911174301,10.33087125077449,10.416790008544922,8067891,0.0,0.0
2018-02-01,10.502708335006986,10.622994722047482,10.42366323842623,10.51645565032959,8194749,0.0,0.0
2018-02-02,10.564571151204145,10.643616256825226,10.317125346669743,10.337745666503906,6471246,0.0,0.0
2018-02-05,10.310251432828121,10.323998749382463,10.152161225501994,10.186528205871582,7501688,0.0,0.0
2018-02-06,9.86691009296035,10.055931758441547,9.701946230928414,9.88409423828125,8365954,0.0,0.0
2018-02-07,10.049056937021028,10.165906489644021,9.939081041730693,10.08342456817627,7705305,0.0,0.0
2018-02-08,10.02156375280857,10.02843741068281,9.746623992919922,9.746623992919922,11122608,0.0,0.0
2018-02-09,9.74662490884132,9.870347484663768,9.540419741793029,9.598844528198242,10165380,0.0,0.0
2018-02-12,9.705384119202611,9.784429229781091,9.633212667502654,9.667579650878906,4720404,0.0,0.0
2018-02-13,9.691635241556542,9.705381900663076,9.540418058336437,9.602279663085938,6638249,0.0,0.0
2018-02-14,9.619463578690088,9.664141697666555,9.39607495033196,9.50261402130127,6666646,0.0,0.0
2018-02-15,9.58853400211592,9.650395617534112,9.396076152876775,9.451064109802246,4724691,0.0,0.0
2018-02-16,9.55760254087655,9.581659688447942,9.433879974008228,9.547292709350586,6345805,0.0,0.0
2018-02-19,9.581659003753973,9.646957439287396,9.554165029135909,9.59196949005127,4594709,0.0,0.0
2018-02-20,9.633209962002109,9.78098965333715,9.622899476580034,9.705381393432617,4730387,0.0,0.0
2018-02-21,9.664141940391573,9.688199087133244,9.58509618687283,9.633211135864258,3072558,0.0,0.0
2018-02-22,9.540417559727452,9.719128707328718,9.46480929982292,9.705381393432617,4007805,0.0,0.0
2018-02-23,9.75006166449177,9.774118813622618,9.653832412460225,9.729440689086914,2807820,0.0,0.0
2018-02-26,9.811923112373522,9.811923112373522,9.681326872519042,9.808486938476562,5647233,0.0,0.0
2018-02-27,9.82910594901828,9.82910594901828,9.739750362921702,9.767244338989258,2590418,0.0,0.0
2018-02-28,9.8291063103016,10.193401670463942,9.66414244783278,10.10748291015625,11655430,0.0,0.0
2018-03-01,10.069678830335508,10.189965230460638,9.911588619977104,9.96657657623291,7082329,0.0,0.0
2018-03-02,9.921898531169647,9.942518849690584,9.605717473313494,9.62290096282959,6131935,0.0,0.0
2018-03-05,9.616026552991466,9.753496424896479,9.581658921138198,9.701945304870605,4244996,0.0,0.0
2018-03-06,9.787864685058594,9.83941580839367,9.691636096301945,9.787864685058594,5450893,0.0,0.0
2018-03-07,9.732876970997618,9.743187458120241,9.591970257862336,9.609153747558594,6258370,0.0,0.0
2018-03-08,9.605717973513336,9.626338293108036,9.499178235339741,9.595407485961914,4582923,0.0,0.0
2018-03-09,9.581659441651103,9.6985090029951,9.57822326823636,9.695072174072266,4528019,0.0,0.0
2018-03-12,9.736312194190836,9.784426481811176,9.674450592674399,9.705381393432617,5130463,0.0,0.0
2018-03-13,9.729440662858698,9.856600722146585,9.695073026118067,9.708820343017578,5162351,0.0,0.0
2018-03-14,9.691636231910186,9.756934016477835,9.616027304819909,9.62290096282959,10145865,0.0,0.0
2018-03-15,9.643521783518931,9.67788941984886,9.571350337183407,9.595407485961914,4174958,0.0,0.0
2018-03-16,9.554165017600589,9.811921275149253,9.485430408892448,9.774117469787598,12747871,0.0,0.0
2018-03-19,9.726002401169179,9.753496375410686,9.471682975558217,9.478556632995605,24748633,0.0,0.0
2018-03-20,9.519799582657722,9.701946947964295,9.516362753339537,9.657269477844238,23715456,0.0,0.0
2018-03-21,9.695071959217398,9.798174858093262,9.646957666380175,9.798174858093262,11712856,0.0,0.0
2018-03-22,9.753497887941048,9.839416652708179,9.626338483170262,9.674452781677246,5767293,0.0,0.0
2018-03-23,9.581657802537988,9.664140371559714,9.44075111834684,9.643519401550293,6282945,0.0,0.0
2018-03-26,9.64352132944474,9.866909971808605,9.622901010820966,9.770681381225586,6800777,0.0,0.0
2018-03-27,9.925334876035176,10.038747613120647,9.835979942398966,9.88409423828125,11744650,0.0,0.0
2018-03-28,9.791302078756283,9.856600521684637,9.695072828941244,9.83254337310791,5645636,0.0,0.0
2018-03-29,9.822232864422439,10.007817705341608,9.81535920612733,9.908151626586914,4620839,0.0,0.0
2018-04-03,9.81535936877537,9.9871968959518,9.784428561442962,9.96657657623291,4812533,0.0,0.0
2018-04-04,9.994071065720776,10.090300321846208,9.835980847273476,10.066243171691895,6763468,0.0,0.0
2018-04-05,10.186527167821412,10.354927845402553,10.110918901001735,10.296503067016602,13528723,0.0,0.0
2018-04-06,10.286194300554424,10.403043869417688,10.241516177190633,10.313688278198242,5322142,0.0,0.0
2018-04-09,10.344618099688125,10.42366319594675,10.258699345796211,10.29306697845459,4558526,0.0,0.0
2018-04-10,10.378984622443307,10.513017654418945,10.378984622443307,10.513017654418945,7690982,0.0,0.0
2018-04-11,10.454595490569936,10.619559364243631,10.444285002649767,10.58519172668457,6490892,0.0,0.0
2018-04-12,10.605811417134573,10.70204000402755,10.55769646818,10.671109199523926,6453857,0.0,0.0
2018-04-13,10.671109625941531,10.722661405846303,10.540513400436113,10.677983283996582,4590736,0.0,0.0
2018-04-16,10.66767304182887,10.677982873006515,10.554259654810082,10.595500946044922,8205986,0.0,0.0
2018-04-17,10.64361473980778,10.66767254094489,10.592063619815798,10.622994422912598,9635740,0.0,0.0
2018-04-18,10.660800570821092,10.860132080378635,10.643616424431897,10.822327613830566,9848119,0.0,0.0
2018-04-19,10.846384336132232,10.894499288619032,10.688294128626255,10.81545352935791,11612033,0.0,0.0
2018-04-20,10.753591495124654,10.91168168680936,10.705476547453081,10.808579444885254,4716979,0.0,0.0
2018-04-23,10.839510832749918,10.87731464055519,10.78795905350146,10.842947006225586,9246800,0.0,0.0
2018-04-24,10.908245155862911,11.05946234958761,10.89449849580144,10.980417251586914,8045225,0.0,0.0
2018-04-25,10.839510134543383,10.860130451609686,10.732970409433355,10.79139518737793,6147246,0.0,0.0
2018-04-26,10.781085427975574,10.880750840712594,10.732970480491572,10.863567352294922,4583966,0.0,0.0
2018-04-27,10.853256865939478,10.939175619043974,10.750154624417311,10.863567352294922,3851313,0.0,0.0
2018-04-30,10.825763556164196,10.91168231454645,10.825763556164196,10.894498825073242,3428391,0.0,0.0
2018-05-02,10.873877453472115,11.007910501884671,10.86013079349784,10.908245086669922,4110311,0.0,0.0
2018-05-03,10.901371457211297,10.97698038154425,10.870440652803833,10.928865432739258,3725731,0.0,0.0
2018-05-04,10.860131017026088,11.031967875535786,10.849820530202107,11.00791072845459,4487604,0.0,0.0
2018-05-07,10.997599993143172,11.169437493036034,10.997599993143172,11.166001319885254,6153807,0.0,0.0
2018-05-08,11.128197972197134,11.186622098711362,11.042279213664763,11.086956024169922,6111831,0.0,0.0
2018-05-09,11.155692073052005,11.375643900508294,11.131634923862492,11.36877155303955,9267820,0.0,0.0
2018-05-10,11.382516478556761,11.406573625462752,11.248483428361617,11.32065486907959,8342518,0.0,0.0
2018-05-11,11.341277123553098,11.437505722045898,11.183186908595973,11.437505722045898,5433550,0.0,0.0
2018-05-14,11.437504141463707,11.478746087418129,11.348149213928085,11.458125114440918,3421145,0.0,0.0
2018-05-15,11.458124646744507,11.57153671594956,11.403136698732583,11.50623893737793,4151015,0.0,0.0
2018-05-16,11.502803190908422,11.58184828716934,11.451251414165322,11.513113021850586,9531988,0.0,0.0
2018-05-17,11.540607386569642,11.781178843119985,11.495929268489101,11.746811866760254,6952762,0.0,0.0
2018-05-18,11.76056223511098,11.812112713034653,11.636838990467844,11.729631423950195,5895412,0.0,0.0
2018-05-21,11.78461691251691,11.79492674373353,11.722755303184838,11.781179428100586,7266086,0.0,0.0
2018-05-22,11.791489516604186,11.856787293501164,11.709006941193634,11.794925689697266,6960021,0.0,0.0
2018-05-23,11.691824467729973,11.719317787907285,10.99416393338938,11.279414176940918,12682832,0.0,0.0
2018-05-24,11.327530494024932,11.444380075438508,11.14881929239144,11.169440269470215,6939796,0.0,0.0
2018-05-25,11.203804188269546,11.245046131143466,10.794831420723531,10.832635879516602,13326674,0.0,0.0
2018-05-28,10.763901183802316,10.904807885140734,10.695166575263706,10.770774841308594,4664306,0.0,0.0
2018-05-29,10.647051726949652,10.801705744734615,10.45459390354575,10.757027626037598,8043236,0.0,0.0
2018-05-30,10.760464116635696,11.207242012023926,10.760464116635696,11.207242012023926,7708143,0.0,0.0
2018-05-31,11.248482645131734,11.300034419778562,11.09382863220734,11.207242012023926,15839785,0.0,0.0
2018-06-01,11.193497596824137,11.540610172526113,11.193497596824137,11.344714164733887,8904400,0.0,0.0
2018-06-04,11.372208221433484,11.526862266533303,11.28972562704146,11.310346603393555,4416657,0.0,0.0
2018-06-05,11.324092810495243,11.506240161853047,11.269104856631591,11.282852172851562,5359782,0.0,0.0
2018-06-06,11.403137121219501,11.726191163881715,11.341275513537099,11.61965274810791,8120881,0.0,0.0
2018-06-07,11.684951317721962,11.853352663559804,11.684951317721962,11.829294204711914,15170753,0.0,0.0
2018-06-08,11.763994253144437,11.839603167273777,11.667765679536904,11.709006309509277,5750939,0.0,0.0
2018-06-11,11.798365779910434,11.908341697406033,11.702135868839523,11.877410888671875,7232853,0.0,0.0
2018-06-12,11.925524861091539,12.0148797999709,11.712446690674357,11.760560989379883,9111634,0.0,0.0
2018-06-13,11.709006652502843,11.808672712953598,11.640271393191425,11.719316482543945,13148762,0.0,0.0
2018-06-14,11.647146334818254,11.836167335510254,11.619653014670993,11.836167335510254,10136597,0.0,0.0
2018-06-15,11.891155071450004,11.939270675114548,11.684950585523692,11.767433166503906,10412597,0.0,0.0
2018-06-18,11.781582332936166,11.824025360182583,11.640103776462098,11.799266815185547,16247323,0.485,0.0
2018-06-19,11.732060659885112,11.781579085469467,11.633026507194678,11.760356903076172,8664313,0.0,0.0
2018-06-20,11.799265893048315,11.84878297917252,11.548142756710174,11.569363594055176,8982409,0.0,0.0
2018-06-21,11.60826991687399,11.629492102828339,11.449106895314786,11.495087623596191,9982388,0.0,0.0
2018-06-22,11.502162568639964,11.880616143825112,11.463255899356346,11.813414573669434,12548245,0.0,0.0
2018-06-25,11.732061734629648,11.78511652085353,11.572900074436522,11.61534309387207,9157991,0.0,0.0
2018-06-26,11.654250762940537,11.746210871193393,11.601195972138143,11.68254566192627,8283905,0.0,0.0
2018-06-27,11.742675631285069,11.961966178922436,11.67193635323574,11.887690544128418,13003195,0.0,0.0
2018-06-28,11.976112934248523,12.082221164563412,11.873541060273743,11.937206268310547,5798872,0.0,0.0
2018-06-29,11.97611119331,12.032702331200714,11.859391212463379,11.859391212463379,7640768,0.0,0.0
2018-07-02,11.767434207440857,11.873542450176654,11.654251901957407,11.799266815185547,4308100,0.0,0.0
2018-07-03,11.884153217486716,12.029168134958946,11.834636126043451,11.926597595214844,7894152,0.0,0.0
2018-07-04,11.937207178302677,12.032704997637833,11.919522696775305,11.972576141357422,6835069,0.0,0.0
2018-07-05,11.951353266899055,12.273215633119017,11.93720514439199,12.206012725830078,8657437,0.0,0.0
2018-07-06,12.198940915604858,12.209551333649904,11.997333528073728,12.138812065124512,5828199,0.0,0.0
2018-07-09,12.206013446496598,12.315659378541211,12.181254905267057,12.216625213623047,3669847,0.0,0.0
2018-07-10,12.329809589153463,12.38640074286386,12.191868736311843,12.227237701416016,5947571,0.0,0.0
2018-07-11,12.142351254078742,12.170646155402128,11.990262280402012,12.032705307006836,8805914,0.0,0.0
2018-07-12,11.983187704849215,12.029167086186614,11.795728425992642,11.997334480285645,5638077,0.0,0.0
2018-07-13,12.057464352525724,12.061000709373248,11.901839015683327,12.015021324157715,5366324,0.0,0.0
2018-07-16,12.025629998417354,12.106979686497926,11.85585656034842,11.884151458740234,5026610,0.0,0.0
2018-07-17,11.905374233156023,11.958429025468213,11.742674848949783,11.898300170898438,7044180,0.0,0.0
2018-07-18,11.930132227729239,11.976112955669029,11.763895145420323,11.848782539367676,3132715,0.0,0.0
2018-07-19,11.912446798391212,12.057461683349354,11.862929718050273,11.990260124206543,4454051,0.0,0.0
2018-07-20,11.99379874128313,12.01855728612096,11.824025284149661,11.923059463500977,4577230,0.0,0.0
2018-07-23,11.859394671765084,11.97611468665811,11.816951643276505,11.926597595214844,3542785,0.0,0.0
2018-07-24,11.933669455084589,11.986722893591184,11.852318420743737,11.91952133178711,3718363,0.0,0.0
2018-07-25,11.87707703931104,11.919520055419287,11.763893414290457,11.859391212463379,5614385,0.0,0.0
2018-07-26,11.742675166182549,11.870005591780153,11.537531402888755,11.816950798034668,7060319,0.0,0.0
2018-07-27,11.756820765347047,11.933668240853693,11.756820765347047,11.877077102661133,5500824,0.0,0.0
2018-07-30,11.866467451323025,12.007945996636323,11.816950365235192,11.954891204833984,3614956,0.0,0.0
2018-07-31,11.89829723926366,12.05392387210671,11.89829723926366,12.007943153381348,4431658,0.0,0.0
2018-08-01,11.997334656117513,12.025630905883942,11.88769006137123,11.958429336547852,6835941,0.0,0.0
2018-08-02,11.905373957493493,12.022093958181959,11.88768947687871,11.944280624389648,5999387,0.0,0.0
2018-08-03,11.983187632611626,12.057463262852995,11.937206902311978,12.018556594848633,3842557,0.0,0.0
2018-08-06,12.057463925269598,12.057463925269598,11.923059432754057,12.011483192443848,3087536,0.0,0.0
2018-08-07,12.029165423627877,12.145885412212634,12.02562906756739,12.078683853149414,4971070,0.0,0.0
2018-08-08,12.096370770818002,12.181256825776996,12.032705554978998,12.075148582458496,3945860,0.0,0.0
2018-08-09,12.046852050812065,12.046852050812065,11.958428301802334,12.029166221618652,3707977,0.0,0.0
2018-08-10,11.944279872938047,11.958427996235526,11.831097585036819,11.91952133178711,4089299,0.0,0.0
2018-08-13,11.848782315920872,11.870004501317336,11.778043047171986,11.820486068725586,4949516,0.0,0.0
2018-08-14,11.877077821269031,11.898298656100705,11.66132367221872,11.707303047180176,4550478,0.0,0.0
2018-08-15,11.707304367169412,11.710842072866395,11.38897966565025,11.44910717010498,4679293,0.0,0.0
2018-08-16,11.498623157796347,11.569362423346824,11.406663057048213,11.49155044555664,3687835,0.0,0.0
2018-08-17,11.541067167880254,11.54814122913931,11.399588641177598,11.466790199279785,3417258,0.0,0.0
2018-08-20,11.484476214220043,11.61534297654736,11.46679038616455,11.530455589294434,2221640,0.0,0.0
2018-08-21,11.565825881854218,11.675470459922812,11.530455575026247,11.618879318237305,2682968,0.0,0.0
2018-08-22,11.587047848025588,11.707304204503554,11.548142530575126,11.68254566192627,2826069,0.0,0.0
2018-08-23,11.661323950949967,11.735599573114664,11.579974267259212,11.611806869506836,3027535,0.0,0.0
2018-08-24,11.583511330864646,11.700231329314358,11.579974974505271,11.671935081481934,2816568,0.0,0.0
2018-08-27,11.717914813835257,11.735599292608066,11.647175549504775,11.707303047180176,2391134,0.0,0.0
